"Source","Target","Weights"
"line_1","line_10",0.232027237823222
"line_1","line_11",-0.086874763652471
"line_1","line_12",0.832826134096622
"line_1","line_13",-0.0912580498566335
"line_1","line_14",-0.017458398637469
"line_1","line_15",0.292340157896288
"line_1","line_16",0.0529626124255163
"line_1","line_17",-0.429862021105144
"line_1","line_18",0.139187456345223
"line_1","line_19",0.108449876454482
"line_1","line_2",0.0567946403075251
"line_1","line_20",0.341447734472505
"line_1","line_21",0.123239734191945
"line_1","line_22",0.770234728827428
"line_1","line_23",0.306370999620907
"line_1","line_24",0.426401432711221
"line_1","line_25",0.081983570632833
"line_1","line_26",0.343507251809717
"line_1","line_27",0.183638237447988
"line_1","line_28",0.182687602483514
"line_1","line_29",0.0739329118692314
"line_1","line_3",-0.0629150496793451
"line_1","line_30",0.232027237823222
"line_1","line_31",0.224988828581458
"line_1","line_32",0.223238978533961
"line_1","line_33",-0.0239258745747855
"line_1","line_34",0.173200223678165
"line_1","line_35",-0.041877983413389
"line_1","line_36",-0.240690910041422
"line_1","line_37",0.0982446079343017
"line_1","line_4",0.779205935275136
"line_1","line_5",0.513538381210344
"line_1","line_6",0.567139218158202
"line_1","line_7",-0.0761276013019164
"line_1","line_8",-0.106034442908238
"line_1","line_9",-0.119730157414223
"line_10","line_11",0.107049236769433
"line_10","line_12",0.086153606112894
"line_10","line_13",0.0868935146010279
"line_10","line_14",0.0800946983186016
"line_10","line_15",0.0862519632179351
"line_10","line_16",-0.0311571453622084
"line_10","line_17",-0.139591871627623
"line_10","line_18",-0.0589876235429918
"line_10","line_19",0.0937706092902069
"line_10","line_2",0.11322657161359
"line_10","line_20",0.0770278506028997
"line_10","line_21",0.277622595552387
"line_10","line_22",0.204506700789469
"line_10","line_23",0.123514814873096
"line_10","line_24",0.119612382542722
"line_10","line_25",0.189580598645177
"line_10","line_26",-0.00591753990836406
"line_10","line_27",0.0340820040883907
"line_10","line_28",0.0434875824071593
"line_10","line_29",-0.184792056576188
"line_10","line_3",0.0620583687396162
"line_10","line_30",1
"line_10","line_31",-0.0189509777754426
"line_10","line_32",0.0687701504571764
"line_10","line_33",-0.144060044410945
"line_10","line_34",0.114089911756203
"line_10","line_35",0.111938573704959
"line_10","line_36",-0.0956086480246097
"line_10","line_37",0.31065626481213
"line_10","line_4",0.207064457963055
"line_10","line_5",0.178131817833798
"line_10","line_6",0.306789576734772
"line_10","line_7",0.0557589996015228
"line_10","line_8",0.0264057619309827
"line_10","line_9",0.0675880302706319
"line_11","line_12",-0.0573639819422168
"line_11","line_13",-0.11979699629569
"line_11","line_14",-0.247265772281631
"line_11","line_15",-0.125506751549584
"line_11","line_16",-0.143957648079305
"line_11","line_17",0.0567453590893151
"line_11","line_18",-0.136244334056571
"line_11","line_19",-0.170647226650662
"line_11","line_2",-0.300553528207222
"line_11","line_20",0.0355824072198886
"line_11","line_21",0.386852086823487
"line_11","line_22",-0.037078044884166
"line_11","line_23",0.0927242943931299
"line_11","line_24",-0.19774704556903
"line_11","line_25",0.0264442942673973
"line_11","line_26",-0.279369916205292
"line_11","line_27",0.0878464689047008
"line_11","line_28",-0.0540164038352159
"line_11","line_29",0.104332837946738
"line_11","line_3",-0.201599574331718
"line_11","line_30",0.107049236769433
"line_11","line_31",0.228600228600343
"line_11","line_32",-0.29649972666444
"line_11","line_33",0.0190666038293641
"line_11","line_34",0.342344269504175
"line_11","line_35",0.235820309862323
"line_11","line_36",0.0700155607426619
"line_11","line_37",0.0844262099899742
"line_11","line_4",-0.0390443696113556
