"Source","Target","Weights"
"line_1","line_10",0.739493814737203
"line_1","line_11",-0.0799558246847389
"line_1","line_12",0.649732724924258
"line_1","line_13",0.223142249718819
"line_1","line_14",0.154408249994477
"line_1","line_15",0.147120614785993
"line_1","line_16",0.455799554208793
"line_1","line_17",0.137338892433487
"line_1","line_18",0.462008861375124
"line_1","line_19",0.059358706907411
"line_1","line_2",0.302644804799596
"line_1","line_20",-0.201761397382954
"line_1","line_21",0.265582800223555
"line_1","line_22",0.62973911721819
"line_1","line_23",0.0629697534953384
"line_1","line_24",0.317595112788354
"line_1","line_25",0.512920266630858
"line_1","line_26",0.384819172062826
"line_1","line_27",0.288080365819475
"line_1","line_28",0.100134493933806
"line_1","line_29",0.0648038041679945
"line_1","line_3",0.331281353031258
"line_1","line_30",0.739493814737203
"line_1","line_31",0.280730152703884
"line_1","line_32",-0.214794520759931
"line_1","line_33",0.386647611821322
"line_1","line_34",0.0719142228474763
"line_1","line_35",-0.0713040862805493
"line_1","line_36",-0.079712664859522
"line_1","line_37",0.464180858289618
"line_1","line_4",0.770451691631784
"line_1","line_5",0.822125455316852
"line_1","line_6",0.838164430156007
"line_1","line_7",0.0667355369277101
"line_1","line_8",0.431188808886614
"line_1","line_9",0.301371555268021
"line_10","line_11",-0.0481918966566365
"line_10","line_12",0.722600197273435
"line_10","line_13",0.291745265748688
"line_10","line_14",0.0563554133298735
"line_10","line_15",0.114999396506208
"line_10","line_16",0.394756529201904
"line_10","line_17",0.130271471787449
"line_10","line_18",0.413283777328752
"line_10","line_19",0.161772890443686
"line_10","line_2",0.297443201658149
"line_10","line_20",-0.0549281318510418
"line_10","line_21",0.387979346038423
"line_10","line_22",0.408463397116644
"line_10","line_23",0.321990037086477
"line_10","line_24",0.11480544283211
"line_10","line_25",0.400933079325114
"line_10","line_26",0.496527055409033
"line_10","line_27",0.197460727445847
"line_10","line_28",0.171219726583166
"line_10","line_29",-0.0686563970657957
"line_10","line_3",0.265101592471771
"line_10","line_30",1
"line_10","line_31",0.286325028035866
"line_10","line_32",-0.130947386260753
"line_10","line_33",0.423323059427896
"line_10","line_34",0.205012145131462
"line_10","line_35",0.216574496424681
"line_10","line_36",0.18181457947902
"line_10","line_37",0.393474475975395
"line_10","line_4",0.509824996574966
"line_10","line_5",0.712066299055154
"line_10","line_6",0.670367539559381
"line_10","line_7",0.0848397758188297
"line_10","line_8",0.466658017105079
"line_10","line_9",0.303679672245256
"line_11","line_12",-0.173894565937599
"line_11","line_13",0.200989099918395
"line_11","line_14",0.0832804304727588
"line_11","line_15",-0.0458349248514106
"line_11","line_16",-0.154416028469737
"line_11","line_17",0.0942285694863091
"line_11","line_18",-0.133256692190633
"line_11","line_19",0.0266069622287854
"line_11","line_2",0.0233605743796165
"line_11","line_20",0.0975212334968155
"line_11","line_21",0.0370822800370008
"line_11","line_22",-0.13157108270304
"line_11","line_23",-0.133511467458638
"line_11","line_24",0.00677378685143759
"line_11","line_26",-0.0938857549807597
"line_11","line_27",-0.104482709542238
"line_11","line_28",-0.0106154959216414
"line_11","line_29",-0.245276227562898
"line_11","line_3",0.0180606003454893
"line_11","line_30",-0.0481918966566365
"line_11","line_31",-0.38959686123699
"line_11","line_32",0.10128205258262
"line_11","line_33",-0.117918546901514
"line_11","line_34",-0.25831220943212
"line_11","line_35",-0.146615993351728
"line_11","line_36",-0.248231954201669
"line_11","line_37",-0.0167966436940528
"line_11","line_4",-0.0974242949637072
"line_11","line_5",-0.138609746345002
"line_11","line_6",-0.164589048330065
"line_11","line_7",0.0298540717013266
"line_11","line_8",-0.0145007508864483
"line_11","line_9",0.025130478704996
"line_12","line_13",0.196236797109638
"line_12","line_14",0.0349053678196599
"line_12","line_15",-0.0182400553664692
"line_12","line_16",0.180603098580096
"line_12","line_17",0.0883889817542844
"line_12","line_18",0.327319405729273
"line_12","line_19",0.121440950371033
"line_12","line_2",0.208757138409147
"line_12","line_20",-0.0665291570000018
"line_12","line_21",0.201678062238086
"line_12","line_22",0.527305724898228
"line_12","line_23",0.1343455929084
"line_12","line_24",0.0978130569127057
"line_12","line_25",0.445143996500973
"line_12","line_26",0.281358226464769
"line_12","line_27",0.276473360295508
"line_12","line_28",0.0416409824251681
"line_12","line_29",0.132003100446467
"line_12","line_3",0.259493388057504
"line_12","line_30",0.722600197273435
"line_12","line_31",0.166766220493433
"line_12","line_32",0.0676553195111917
"line_12","line_33",0.420097698179885
"line_12","line_34",0.190906130526217
"line_12","line_35",0.224796219137047
"line_12","line_36",0.320895131158483
"line_12","line_37",0.310817233918824
"line_12","line_4",0.550535393417153
"line_12","line_5",0.666623157380415
"line_12","line_6",0.607370155319833
"line_12","line_7",0.0763743758188208
"line_12","line_8",0.409299612191345
"line_12","line_9",0.312470844205963
"line_13","line_14",0.727349027388389
"line_13","line_15",0.0687060790713766
"line_13","line_16",0.403408597029024
"line_13","line_17",0.213948650379079
"line_13","line_18",0.509058296270344
"line_13","line_19",0.0613670599742804
"line_13","line_2",0.716039205567627
"line_13","line_20",0.00358292455955657
"line_13","line_21",0.31198979572974
"line_13","line_22",0.0502727064154647
"line_13","line_23",0.323154820001121
"line_13","line_24",0.154398043945525
"line_13","line_25",0.215758877245688
"line_13","line_26",0.0957935794886543
"line_13","line_27",-0.113904365628652
"line_13","line_28",0.260450491099457
"line_13","line_29",-0.221320834240048
"line_13","line_3",0.799970366988731
"line_13","line_30",0.291745265748688
"line_13","line_31",-0.0687060790713766
"line_13","line_32",-0.0457694911121562
"line_13","line_33",0.253585171131544
"line_13","line_34",0.176520990803758
"line_13","line_35",0.033691130070527
"line_13","line_36",0.0601921837909535
"line_13","line_37",0.433209627752283
"line_13","line_4",0.0746297194543911
"line_13","line_5",0.287491427344726
"line_13","line_6",0.26416936284663
"line_13","line_7",0.777383147559607
"line_13","line_8",0.793061714372381
"line_13","line_9",0.841963488487886
"line_14","line_15",0.117059336350902
"line_14","line_16",0.533421704172345
"line_14","line_17",0.219073133577787
"line_14","line_18",0.621469782584663
"line_14","line_19",0.0475244764905119
"line_14","line_2",0.79285976788367
"line_14","line_20",-0.0776064984781148
"line_14","line_21",0.211715202976708
"line_14","line_22",-0.018107209009123
"line_14","line_23",0.221265960411802
"line_14","line_24",0.318541953683944
"line_14","line_25",-0.0135853445037982
"line_14","line_26",0.204406976354364
"line_14","line_27",0.106525802156535
"line_14","line_28",0.284668308551627
"line_14","line_29",-0.0635497638725367
"line_14","line_3",0.848677005813896
"line_14","line_30",0.0563554133298735
"line_14","line_31",-0.0445334431769736
"line_14","line_32",-0.085051030460639
"line_14","line_33",0.349530198524436
"line_14","line_34",0.211538127979117
"line_14","line_35",-0.0145536230179972
"line_14","line_36",0.0191748303796027
"line_14","line_37",0.410557109038781
"line_14","line_4",0.0741036399708208
"line_14","line_5",0.21214732683715
"line_14","line_6",0.224749298942493
"line_14","line_7",0.781928751963767
"line_14","line_8",0.675668300172923
"line_14","line_9",0.742473060943444
"line_15","line_16",0.134993170768712
"line_15","line_17",0.211089140736626
"line_15","line_18",0.140957346714632
"line_15","line_19",-0.040279271431671
"line_15","line_2",-0.130884016638454
"line_15","line_20",0.519250875149025
"line_15","line_21",0.197444245435664
"line_15","line_22",0.0963060670527493
"line_15","line_23",0.0468140837949269
"line_15","line_24",0.0527809219201696
"line_15","line_25",0.190662111643416
"line_15","line_26",0.0627044493520613
"line_15","line_27",0.0296044623208668
"line_15","line_28",0.0744437500478198
"line_15","line_29",0.0254823595718813
"line_15","line_3",-0.0553526452257121
"line_15","line_30",0.114999396506208
"line_15","line_31",0.0178571428571429
"line_15","line_32",0.226890226268514
"line_15","line_33",-0.0459406957544567
"line_15","line_34",-0.0503188130069729
"line_15","line_35",0.107318488201593
"line_15","line_36",-0.0967103902156943
"line_15","line_37",0.117790553925343
"line_15","line_4",0.106277358673044
"line_15","line_5",0.0225679674501537
"line_15","line_6",0.012987012987013
"line_15","line_7",0.122126052614799
"line_15","line_8",0.101690046556915
"line_15","line_9",0.00979075562484947
"line_16","line_17",0.281292974730207
"line_16","line_18",0.895993968034798
"line_16","line_19",0.235137409475676
"line_16","line_2",0.682923940677136
"line_16","line_20",-0.218016521319526
"line_16","line_21",0.379482042182379
"line_16","line_22",0.0984330578719367
"line_16","line_23",0.364795558624632
"line_16","line_24",0.262279801772354
"line_16","line_25",-0.12533327372064
"line_16","line_26",0.468225196128322
"line_16","line_27",0.226839152616629
"line_16","line_28",0.386392065654935
"line_16","line_29",-0.0136102152640078
"line_16","line_3",0.633757358011551
"line_16","line_30",0.394756529201904
"line_16","line_31",0.241373658602751
"line_16","line_32",-0.0749793520288096
"line_16","line_33",0.586373355672311
"line_16","line_34",0.361784901890576
"line_16","line_35",0.0886100336077873
"line_16","line_36",0.15012294599879
"line_16","line_37",0.350857264486951
"line_16","line_4",0.316563443317843
"line_16","line_5",0.516451620249188
"line_16","line_6",0.548109623210116
"line_16","line_7",0.186723943099214
"line_16","line_8",0.435200329449056
"line_16","line_9",0.364900029444661
"line_17","line_18",0.316317274259161
"line_17","line_19",-0.00395769324008592
"line_17","line_2",0.273306724435688
"line_17","line_20",0.00433938520994637
"line_17","line_21",0.111377950162527
"line_17","line_22",-0.058438508365912
"line_17","line_23",0.360905807261764
"line_17","line_24",0.226511121450101
"line_17","line_26",0.177250362039117
"line_17","line_27",0.228230940485068
"line_17","line_28",0.00850240545821412
"line_17","line_29",-0.0523872635851007
"line_17","line_3",0.338251808126727
"line_17","line_30",0.130271471787449
"line_17","line_31",0.137666830915191
"line_17","line_32",0.0633758866411938
"line_17","line_33",0.177523529921238
"line_17","line_34",0.103446657396455
"line_17","line_35",0.0160133222996529
"line_17","line_36",-0.170725531697949
"line_17","line_37",0.141258090890968
"line_17","line_4",0.059498859810657
"line_17","line_5",0.0165699229816525
"line_17","line_6",0.0367111549107176
"line_17","line_7",0.118062562152644
"line_17","line_8",0.149533759806273
"line_17","line_9",0.225722006362328
"line_18","line_19",0.231303796228311
"line_18","line_2",0.74105172212329
"line_18","line_20",-0.135761550720862
"line_18","line_21",0.376379288207837
"line_18","line_22",0.160154206530872
"line_18","line_23",0.381697854958045
"line_18","line_24",0.335877473264879
"line_18","line_25",-0.0123869351528463
"line_18","line_26",0.501584453582335
"line_18","line_27",0.369281772627927
"line_18","line_28",0.446163545266283
"line_18","line_29",-0.0360079474585658
"line_18","line_3",0.71487203113732
"line_18","line_30",0.413283777328752
"line_18","line_31",0.0904911361624796
"line_18","line_32",-0.0466251685949724
"line_18","line_33",0.539065450168741
"line_18","line_34",0.304027453347258
"line_18","line_35",0.0951377081243667
"line_18","line_36",0.202834218425054
"line_18","line_37",0.415154425663909
"line_18","line_4",0.313667337561579
"line_18","line_5",0.499396694468537
"line_18","line_6",0.519691227786268
"line_18","line_7",0.338907307855326
"line_18","line_8",0.531005350896507
"line_18","line_9",0.497646241229848
"line_19","line_2",0.174309934412551
"line_19","line_20",0.141574162796077
"line_19","line_21",0.226834803225177
"line_19","line_22",-0.0329969654491481
"line_19","line_23",0.105595682528048
"line_19","line_24",-0.0356288747186067
"line_19","line_25",-0.227681435123344
"line_19","line_26",0.0426395821568833
"line_19","line_27",-0.0311789602400666
"line_19","line_28",0.0740815768304937
"line_19","line_29",-0.0629733262156236
"line_19","line_3",0.108408392341672
"line_19","line_30",0.161772890443686
"line_19","line_31",0.141569792237785
"line_19","line_32",0.120092182405535
"line_19","line_33",0.253476428819967
"line_19","line_34",0.211979971541779
"line_19","line_35",0.189707113495128
"line_19","line_36",0.219120093929387
"line_19","line_37",0.0182338327049915
"line_19","line_4",0.0531319668090514
"line_19","line_5",0.197204147348744
"line_19","line_6",0.191972730820731
"line_19","line_7",-0.0708936096133387
"line_19","line_8",0.00238933390917973
"line_19","line_9",-0.0836980663547513
"line_2","line_20",-0.223765154818419
"line_2","line_21",0.367928174806963
"line_2","line_22",0.0577850040672698
"line_2","line_23",0.299949507699718
"line_2","line_24",0.288286089710464
"line_2","line_25",-0.0555281677187659
"line_2","line_26",0.300561366645169
"line_2","line_27",0.196508891991288
"line_2","line_28",0.356831380927015
"line_2","line_29",-0.183371583661932
"line_2","line_3",0.881123888537719
"line_2","line_30",0.297443201658149
"line_2","line_31",0.106180741974905
"line_2","line_32",-0.090619473475965
"line_2","line_33",0.484766505526547
"line_2","line_34",0.210051860769102
"line_2","line_35",0.0251218569935939
"line_2","line_36",0.122970246883885
"line_2","line_37",0.360918837073205
"line_2","line_4",0.214499686437202
"line_2","line_5",0.383953086545074
"line_2","line_6",0.39611917618393
"line_2","line_7",0.533093894377535
"line_2","line_8",0.684768726450271
"line_2","line_9",0.685127799161909
"line_20","line_21",0.16393937261708
"line_20","line_22",-0.0207110069654382
"line_20","line_23",-0.0996045528929029
"line_20","line_24",-0.00561499841817198
"line_20","line_25",0.0901476784780793
"line_20","line_26",-0.133413881802479
"line_20","line_27",-0.0629882931389181
"line_20","line_28",-0.214121365710912
"line_20","line_29",-0.0542178512545934
"line_20","line_3",-0.179319097891977
"line_20","line_30",-0.0549281318510418
"line_20","line_31",-0.0379939664743189
"line_20","line_32",-0.017490787696051
"line_20","line_33",-0.223247672525503
"line_20","line_34",-0.107061432487209
"line_20","line_35",0.098209669848228
"line_20","line_36",-0.190856379473725
"line_20","line_37",-0.0742573333281575
"line_20","line_4",-0.149402240888903
"line_20","line_5",-0.286958795029813
"line_20","line_6",-0.290135743985708
"line_20","line_7",0.0144357209070281
"line_20","line_8",-0.140234668713417
"line_20","line_9",-0.115068795606343
"line_21","line_22",-0.147955564679904
"line_21","line_23",0.122039922242745
"line_21","line_24",0.268310072856431
