"Source","Target","Weights"
"line_1","line_10",0.564302522571658
"line_1","line_11",-0.173759261296167
"line_1","line_12",0.366636594031134
"line_1","line_13",0.3732259002384
"line_1","line_14",0.370635874794198
"line_1","line_15",0.0666594451980591
"line_1","line_16",0.4013633380549
"line_1","line_17",0.380040070877377
"line_1","line_18",0.399755539947107
"line_1","line_19",0.22538611194859
"line_1","line_2",0.36414723151322
"line_1","line_20",-0.00478505796484607
"line_1","line_21",0.363082500551457
"line_1","line_22",0.0175786290491682
"line_1","line_23",0.232591647172354
"line_1","line_24",0.531037482181923
"line_1","line_25",0.424077503714765
"line_1","line_26",0.392812495507399
"line_1","line_27",-0.0309817933760798
"line_1","line_28",0.29911745456056
"line_1","line_29",0.0108804722135296
"line_1","line_3",0.378317160573969
"line_1","line_30",0.096083018964968
"line_1","line_31",-0.04412234894002
"line_1","line_32",-0.518892159758318
"line_1","line_33",0.142917974879023
"line_1","line_34",-0.0675428711328677
"line_1","line_35",0.0344412905500533
"line_1","line_36",-0.434826074066357
"line_1","line_37",0.102927515858945
"line_1","line_4",0.0996762105051286
"line_1","line_5",0.573027765718502
"line_1","line_6",0.715240661868339
"line_1","line_7",0.360326354202546
"line_1","line_8",0.37859067515037
"line_1","line_9",0.375746236449612
"line_10","line_11",-0.0266370478220835
"line_10","line_12",0.207332281354662
"line_10","line_13",0.597306036302909
"line_10","line_14",0.584789628090162
"line_10","line_15",0.0859691806295581
"line_10","line_16",0.575786323340413
"line_10","line_17",0.519006756809842
"line_10","line_18",0.613438069517986
"line_10","line_19",0.218924003836688
"line_10","line_2",0.599797718262673
"line_10","line_20",-0.319227879790947
"line_10","line_21",0.338097428359342
"line_10","line_22",-0.219686824245269
"line_10","line_23",0.245102971630237
"line_10","line_24",0.357329853044772
"line_10","line_25",0.404207095976416
"line_10","line_26",0.283219765795443
"line_10","line_27",0.0459090067066749
"line_10","line_28",0.268014258132927
"line_10","line_29",0.105631802450336
"line_10","line_3",0.608560894356881
"line_10","line_30",0.318121329953993
"line_10","line_31",0.0653807605264565
"line_10","line_32",-0.20804030607326
"line_10","line_33",0.210554451065033
"line_10","line_34",-0.12167892355652
"line_10","line_35",0.00362107029659864
"line_10","line_36",-0.218038663446203
"line_10","line_37",0.316893077301
"line_10","line_4",-0.150310022882558
"line_10","line_5",0.322217920766277
"line_10","line_6",0.428273810119687
"line_10","line_7",0.569722783893768
"line_10","line_8",0.642507931044595
"line_10","line_9",0.605490447753138
"line_11","line_12",-0.0872862368689416
"line_11","line_13",-0.0851558448374421
"line_11","line_14",-0.00773875756045621
"line_11","line_15",0.107703092703707
"line_11","line_16",-0.137215849649571
"line_11","line_17",-0.351133619667971
"line_11","line_18",-0.203768825388165
"line_11","line_19",-0.101137170200821
"line_11","line_2",-0.0731260861744249
"line_11","line_20",0.048707319755059
"line_11","line_21",-0.140530051003648
"line_11","line_22",-0.373731468278508
"line_11","line_23",-0.0297374788255287
"line_11","line_24",-0.17255263046861
"line_11","line_25",0.087726968232293
"line_11","line_26",-0.377470710740644
"line_11","line_27",0.0461060036684582
"line_11","line_28",-0.224104491867331
"line_11","line_29",-0.110752814925925
"line_11","line_3",-0.088972277263786
"line_11","line_30",-0.194183607944343
"line_11","line_31",0.0656613113836136
"line_11","line_32",0.16389634164957
"line_11","line_33",0.215998073202334
"line_11","line_34",0.0111189528237376
"line_11","line_35",-0.0714541603132614
"line_11","line_36",0.136773049027333
"line_11","line_37",0.239878311759265
"line_11","line_4",-0.411511535625846
"line_11","line_5",-0.351856942641931
"line_11","line_6",-0.298911223025928
"line_11","line_7",-0.0339609086035129
"line_11","line_8",-0.0622109272714251
"line_11","line_9",-0.0889575194203459
"line_12","line_13",0.0451274985298964
"line_12","line_14",-0.000949110113927524
"line_12","line_15",0.123697804949124
"line_12","line_16",0.0883386124838986
"line_12","line_17",0.191403986561214
"line_12","line_18",0.0236877095630289
