"Source","Target","Weights"
"line_1","line_10",0.0978386208401719
"line_1","line_11",0.137044615248324
"line_1","line_12",0.568010716108132
"line_1","line_13",0.199651804145557
"line_1","line_14",-0.0147123602177896
"line_1","line_15",-0.271550447473049
"line_1","line_16",-0.123249551459862
"line_1","line_17",-0.241027240334246
"line_1","line_18",-0.0406283772549418
"line_1","line_19",0.0298892296220149
"line_1","line_2",0.133818545278609
"line_1","line_20",-0.0286605153934882
"line_1","line_21",-0.0501074267427141
"line_1","line_22",0.439783544446377
"line_1","line_23",-0.295926452701443
"line_1","line_24",-0.28239338710163
"line_1","line_25",0.499271564455872
"line_1","line_26",-0.219023351104465
"line_1","line_27",-0.076316609546921
"line_1","line_28",-0.392203231886879
"line_1","line_29",-0.218289396130386
"line_1","line_3",0.0391704462668386
"line_1","line_30",0.0978386208401719
"line_1","line_31",0.294494178513035
"line_1","line_32",0.0435365481721724
"line_1","line_33",0.0899563241041278
"line_1","line_34",0.0946777963111954
"line_1","line_35",-0.225117048440994
"line_1","line_36",0.089208305430006
"line_1","line_37",-0.0401246187757899
"line_1","line_4",0.634904096738434
"line_1","line_5",0.292296178429836
"line_1","line_6",0.493493786894583
"line_1","line_7",0.0778216751630774
"line_1","line_8",-0.0391636602525989
"line_1","line_9",-0.0456140732002861
"line_10","line_11",0.100074365804287
"line_10","line_12",-0.0808258835672681
"line_10","line_13",0.312849362318621
"line_10","line_14",0.159751373643302
"line_10","line_15",-0.0777367945682891
"line_10","line_16",0.0955259546394854
"line_10","line_17",0.117821347597199
"line_10","line_18",-0.0432799817487307
"line_10","line_19",-0.0205547160450547
"line_10","line_2",0.350626234886616
"line_10","line_20",-0.193198914275484
"line_10","line_21",0.0891673119728556
"line_10","line_22",-0.182049797430327
"line_10","line_23",0.0274599028790065
"line_10","line_24",0.373185567970921
"line_10","line_25",0.220293176198741
"line_10","line_26",0.0962721731119186
"line_10","line_27",-0.427143451266057
"line_10","line_28",0.0258512646415876
"line_10","line_29",0.159481463006815
"line_10","line_3",0.213594047203008
"line_10","line_30",1
"line_10","line_31",0.248328671051199
"line_10","line_32",0.0482899661520363
"line_10","line_33",-0.0966730727642948
"line_10","line_34",0.0893581590183539
"line_10","line_35",-0.0723129020491473
"line_10","line_36",0.152328255156644
"line_10","line_37",-0.0829208009820074
"line_10","line_4",-0.142709895951574
"line_10","line_5",-0.328430426567459
"line_10","line_6",-0.117037320569138
"line_10","line_7",0.272584484866524
"line_10","line_8",0.156535111253668
"line_10","line_9",0.170222757748865
"line_11","line_12",0.0538896470977038
"line_11","line_13",-0.206762680940842
"line_11","line_14",-0.17050546592106
"line_11","line_15",-0.0214608741315
"line_11","line_16",-0.295608088301943
"line_11","line_17",-0.261494330853046
"line_11","line_18",-0.361553549649155
"line_11","line_19",-0.280012916870742
"line_11","line_2",-0.108943995654814
"line_11","line_20",0.561743934999009
"line_11","line_21",0.314741595034161
"line_11","line_22",0.26376682915726
"line_11","line_23",-0.323342014795849
"line_11","line_24",-0.358727228453174
"line_11","line_25",0.201956865476956
"line_11","line_26",-0.384628134085329
