group_id,society_id,song_id,PopName,phylogeny.glottocode,Priority.ranking.for.review,pairing.glottocode
10495Jew_Ethiopianamha1245amha1245,10495,1857,Jew_Ethiopian,amha1245,5,amha1245
10495Jew_Ethiopianamha1245amha1245,10495,1858,Jew_Ethiopian,amha1245,5,amha1245
10495Jew_Ethiopianamha1245amha1245,10495,1859,Jew_Ethiopian,amha1245,5,amha1245
10495Jew_Ethiopianamha1245amha1245,10495,1860,Jew_Ethiopian,amha1245,5,amha1245
10495Jew_Ethiopianamha1245amha1245,10495,1861,Jew_Ethiopian,amha1245,5,amha1245
27501trum1247trum1247,27501,1862,NA,trum1247,10,trum1247
27501trum1247trum1247,27501,1863,NA,trum1247,10,trum1247
27501trum1247trum1247,27501,1864,NA,trum1247,10,trum1247
27501trum1247trum1247,27501,1865,NA,trum1247,10,trum1247
27501trum1247trum1247,27501,1866,NA,trum1247,10,trum1247
27501trum1247trum1247,27501,1867,NA,trum1247,10,trum1247
27501trum1247trum1247,27501,1868,NA,trum1247,10,trum1247
27501trum1247trum1247,27501,1869,NA,trum1247,10,trum1247
21341kuma1280kuma1280,21341,1870,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,1871,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,1872,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,1873,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,1874,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,1875,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,1876,NA,kuma1280,9,kuma1280
18569kiow1266kiow1266,18569,1877,NA,kiow1266,9,kiow1266
18569kiow1266kiow1266,18569,1878,NA,kiow1266,9,kiow1266
18569kiow1266kiow1266,18569,1879,NA,kiow1266,9,kiow1266
18569kiow1266kiow1266,18569,1880,NA,kiow1266,9,kiow1266
18569kiow1266kiow1266,18569,1881,NA,kiow1266,9,kiow1266
21825motu1246motu1246,21825,1887,NA,motu1246,2,motu1246
21825motu1246motu1246,21825,1888,NA,motu1246,2,motu1246
21825motu1246motu1246,21825,1889,NA,motu1246,2,motu1246
21825motu1246motu1246,21825,1890,NA,motu1246,2,motu1246
21825motu1246motu1246,21825,1891,NA,motu1246,2,motu1246
21825motu1246motu1246,21825,1892,NA,motu1246,2,motu1246
21825motu1246motu1246,21825,1893,NA,motu1246,2,motu1246
21825motu1246motu1246,21825,1894,NA,motu1246,2,motu1246
15302fiji1243fiji1243,15302,1896,NA,fiji1243,6,fiji1243
15302fiji1243fiji1243,15302,1897,NA,fiji1243,6,fiji1243
15302fiji1243fiji1243,15302,1898,NA,fiji1243,6,fiji1243
15302fiji1243fiji1243,15302,1899,NA,fiji1243,6,fiji1243
15302fiji1243fiji1243,15302,1900,NA,fiji1243,6,fiji1243
15302fiji1243fiji1243,15302,1901,NA,fiji1243,6,fiji1243
15302fiji1243fiji1243,15302,1902,NA,fiji1243,6,fiji1243
15302fiji1243fiji1243,15302,1903,NA,fiji1243,6,fiji1243
13388chag1250chag1250,13388,1904,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1905,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1906,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1907,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1908,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1909,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1910,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1911,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1912,NA,chag1250,10,chag1250
13388chag1250chag1250,13388,1913,NA,chag1250,10,chag1250
11793soga1242soga1242,11793,1914,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1915,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1916,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1917,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1918,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1919,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1920,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1921,NA,soga1242,9,soga1242
11793soga1242soga1242,11793,1922,NA,soga1242,9,soga1242
22045kaya1330kaya1330,22045,1923,NA,kaya1330,1,kaya1330
22045kaya1330kaya1330,22045,1924,NA,kaya1330,1,kaya1330
22045kaya1330kaya1330,22045,1925,NA,kaya1330,1,kaya1330
22045kaya1330kaya1330,22045,1926,NA,kaya1330,1,kaya1330
22045kaya1330kaya1330,22045,1927,NA,kaya1330,1,kaya1330
22045kaya1330kaya1330,22045,1928,NA,kaya1330,1,kaya1330
22045kaya1330kaya1330,22045,1930,NA,kaya1330,1,kaya1330
10099acol1236acol1236,10099,1931,NA,acol1236,3,acol1236
10099acol1236acol1236,10099,1932,NA,acol1236,3,acol1236
10099acol1236acol1236,10099,1933,NA,acol1236,3,acol1236
10099acol1236acol1236,10099,1934,NA,acol1236,3,acol1236
10099acol1236acol1236,10099,1935,NA,acol1236,3,acol1236
10099acol1236acol1236,10099,1936,NA,acol1236,3,acol1236
10099acol1236acol1236,10099,1937,NA,acol1236,3,acol1236
62527araw1280araw1280,62527,1938,NA,araw1280,10,araw1280
62527araw1280araw1280,62527,1939,NA,araw1280,10,araw1280
62527araw1280araw1280,62527,1940,NA,araw1280,10,araw1280
62527araw1280araw1280,62527,1941,NA,araw1280,10,araw1280
62527araw1280araw1280,62527,1942,NA,araw1280,10,araw1280
16589kano1249kano1249,16589,1943,NA,kano1249,10,kano1249
16589kano1249kano1249,16589,1944,NA,kano1249,10,kano1249
16589kano1249kano1249,16589,1945,NA,kano1249,10,kano1249
62527araw1280araw1280,62527,1946,NA,araw1280,10,araw1280
62527araw1280araw1280,62527,1947,NA,araw1280,10,araw1280
62527araw1280araw1280,62527,1948,NA,araw1280,10,araw1280
12002bemb1257bemb1257,12002,1949,NA,bemb1257,5,bemb1257
12002bemb1257bemb1257,12002,1950,NA,bemb1257,5,bemb1257
12002bemb1257bemb1257,12002,1951,NA,bemb1257,5,bemb1257
12002bemb1257bemb1257,12002,1952,NA,bemb1257,5,bemb1257
12002bemb1257bemb1257,12002,1954,NA,bemb1257,5,bemb1257
12002bemb1257bemb1257,12002,1955,NA,bemb1257,5,bemb1257
62416anda1279anda1279,62416,1956,NA,anda1279,9,anda1279
62416anda1279anda1279,62416,1957,NA,anda1279,9,anda1279
62415anda1279anda1279,62415,1958,NA,anda1279,10,anda1279
10572anda1279anda1279,10572,1959,NA,anda1279,9,anda1279
23464pari1256pari1256,23464,1960,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1961,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1962,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1963,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1964,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1965,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1966,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1967,NA,pari1256,10,pari1256
23464pari1256pari1256,23464,1968,NA,pari1256,10,pari1256
28975yape1248yape1248,28975,1969,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1970,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1971,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1972,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1973,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1974,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1975,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1976,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1977,NA,yape1248,10,yape1248
28975yape1248yape1248,28975,1978,NA,yape1248,10,yape1248
62553ligu1248ligu1248,62553,1979,NA,ligu1248,10,ligu1248
62553ligu1248ligu1248,62553,1980,NA,ligu1248,10,ligu1248
62553ligu1248ligu1248,62553,1981,NA,ligu1248,10,ligu1248
62553ligu1248ligu1248,62553,1982,NA,ligu1248,10,ligu1248
62553ligu1248ligu1248,62553,1983,NA,ligu1248,10,ligu1248
62553ligu1248ligu1248,62553,1984,NA,ligu1248,10,ligu1248
27446mira1251mira1251,27446,1985,NA,mira1251,7,mira1251
27446mira1251mira1251,27446,1986,NA,mira1251,7,mira1251
27446mira1251mira1251,27446,1987,NA,mira1251,7,mira1251
27446mira1251mira1251,27446,1988,NA,mira1251,7,mira1251
27446mira1251mira1251,27446,1989,NA,mira1251,7,mira1251
14103cors1241cors1241,14103,1990,NA,cors1241,9,cors1241
14103cors1241cors1241,14103,1991,NA,cors1241,9,cors1241
14103cors1241cors1241,14103,1992,NA,cors1241,9,cors1241
14103cors1241cors1241,14103,1993,NA,cors1241,9,cors1241
16545hanu1241hanu1241,16545,1994,NA,hanu1241,7,hanu1241
16545hanu1241hanu1241,16545,1995,NA,hanu1241,7,hanu1241
14026ship1254ship1254,14026,1996,NA,ship1254,10,ship1254
14026ship1254ship1254,14026,1997,NA,ship1254,10,ship1254
14026ship1254ship1254,14026,1998,NA,ship1254,10,ship1254
14026ship1254ship1254,14026,1999,NA,ship1254,10,ship1254
14026ship1254ship1254,14026,2000,NA,ship1254,10,ship1254
14026ship1254ship1254,14026,2001,NA,ship1254,10,ship1254
14026ship1254ship1254,14026,2002,NA,ship1254,10,ship1254
14136cree1270cree1270,14136,2003,NA,cree1270,6,cree1270
17865auag1234auag1234,17865,2004,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2005,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2006,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2007,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2008,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2010,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2011,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2012,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2013,NA,auag1234,10,auag1234
17865auag1234auag1234,17865,2014,NA,auag1234,10,auag1234
21594moha1256moha1256,21594,2015,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2016,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2017,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2018,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2019,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2020,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2021,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2022,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2023,NA,moha1256,10,moha1256
21594moha1256moha1256,21594,2024,NA,moha1256,10,moha1256
22870nuer1246nuer1246,22870,2025,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2026,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2027,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2028,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2029,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2030,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2031,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2032,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2033,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2034,NA,nuer1246,10,nuer1246
22870nuer1246nuer1246,22870,2035,NA,nuer1246,10,nuer1246
23112onaa1245onaa1245,23112,2036,NA,onaa1245,10,onaa1245
23112onaa1245onaa1245,23112,2037,NA,onaa1245,10,onaa1245
23112onaa1245onaa1245,23112,2038,NA,onaa1245,10,onaa1245
23112onaa1245onaa1245,23112,2039,NA,onaa1245,10,onaa1245
23112onaa1245onaa1245,23112,2040,NA,onaa1245,10,onaa1245
23112onaa1245onaa1245,23112,2041,NA,onaa1245,10,onaa1245
10143Afar_WGAafar1241afar1241,10143,2042,Afar_WGA,afar1241,5,afar1241
10143Afar_WGAafar1241afar1241,10143,2043,Afar_WGA,afar1241,5,afar1241
10143Afar_WGAafar1241afar1241,10143,2044,Afar_WGA,afar1241,5,afar1241
10143Afar_WGAafar1241afar1241,10143,2045,Afar_WGA,afar1241,5,afar1241
10143Afar_WGAafar1241afar1241,10143,2046,Afar_WGA,afar1241,5,afar1241
10143Afar_WGAafar1241afar1241,10143,2047,Afar_WGA,afar1241,5,afar1241
10143Afar_WGAafar1241afar1241,10143,2048,Afar_WGA,afar1241,5,afar1241
10143Afar_WGAafar1241afar1241,10143,2049,Afar_WGA,afar1241,5,afar1241
14576Dinkanort2816dink1262,14576,2050,Dinka,nort2816,10,dink1262
14576Dinkanort2816dink1262,14576,2051,Dinka,nort2816,10,dink1262
14576Dinkanort2816dink1262,14576,2052,Dinka,nort2816,10,dink1262
14576Dinkanort2816dink1262,14576,2053,Dinka,nort2816,10,dink1262
14576Dinkanort2816dink1262,14576,2054,Dinka,nort2816,10,dink1262
14576Dinkanort2816dink1262,14576,2055,Dinka,nort2816,10,dink1262
14576Dinkanort2816dink1262,14576,2056,Dinka,nort2816,10,dink1262
14576Dinkanort2816dink1262,14576,2057,Dinka,nort2816,10,dink1262
25411shil1265shil1265,25411,2058,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2059,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2060,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2061,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2062,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2063,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2064,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2065,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2066,NA,shil1265,9,shil1265
25411shil1265shil1265,25411,2067,NA,shil1265,9,shil1265
28865yama1264yama1264,28865,2068,NA,yama1264,10,yama1264
28865yama1264yama1264,28865,2069,NA,yama1264,10,yama1264
28865yama1264yama1264,28865,2070,NA,yama1264,10,yama1264
28865yama1264yama1264,28865,2071,NA,yama1264,10,yama1264
28865yama1264yama1264,28865,2072,NA,yama1264,10,yama1264
28865yama1264yama1264,28865,2073,NA,yama1264,10,yama1264
28865yama1264yama1264,28865,2074,NA,yama1264,10,yama1264
27314toma1245toma1245,27314,2075,NA,toma1245,7,toma1245
27314toma1245toma1245,27314,2076,NA,toma1245,7,toma1245
27314toma1245toma1245,27314,2077,NA,toma1245,7,toma1245
27314toma1245toma1245,27314,2078,NA,toma1245,7,toma1245
27314toma1245toma1245,27314,2079,NA,toma1245,7,toma1245
10973astu1246astu1246,10973,2080,NA,astu1246,7,astu1246
10973astu1246astu1246,10973,2081,NA,astu1246,7,astu1246
15302fiji1243fiji1243,15302,2082,NA,fiji1243,6,fiji1243
21341kuma1280kuma1280,21341,2083,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,2084,NA,kuma1280,9,kuma1280
21341kuma1280kuma1280,21341,2085,NA,kuma1280,9,kuma1280
26522tana1285tana1285,26522,2086,NA,tana1285,6,tana1285
26522tana1285tana1285,26522,2087,NA,tana1285,6,tana1285
14675dogo1299dogo1299,14675,2088,NA,dogo1299,9,dogo1299
14675dogo1299dogo1299,14675,2089,NA,dogo1299,9,dogo1299
14675dogo1299dogo1299,14675,2090,NA,dogo1299,9,dogo1299
14675dogo1299dogo1299,14675,2091,NA,dogo1299,9,dogo1299
14675dogo1299dogo1299,14675,2092,NA,dogo1299,9,dogo1299
28810xhos1239xhos1239,28810,2093,NA,xhos1239,10,xhos1239
28810xhos1239xhos1239,28810,2094,NA,xhos1239,10,xhos1239
28810xhos1239xhos1239,28810,2095,NA,xhos1239,10,xhos1239
28810xhos1239xhos1239,28810,2096,NA,xhos1239,10,xhos1239
28810xhos1239xhos1239,28810,2097,NA,xhos1239,10,xhos1239
28810xhos1239xhos1239,28810,2098,NA,xhos1239,10,xhos1239
24707saka1291saka1291,24707,2099,NA,saka1291,6,saka1291
24707saka1291saka1291,24707,2100,NA,saka1291,6,saka1291
24707saka1291saka1291,24707,2101,NA,saka1291,6,saka1291
24707saka1291saka1291,24707,2102,NA,saka1291,6,saka1291
26533tand1256tand1256,26533,2103,NA,tand1256,5,tand1256
26533tand1256tand1256,26533,2104,NA,tand1256,5,tand1256
26533tand1256tand1256,26533,2105,NA,tand1256,5,tand1256
26533tand1256tand1256,26533,2106,NA,tand1256,5,tand1256
26533tand1256tand1256,26533,2107,NA,tand1256,5,tand1256
26533tand1256tand1256,26533,2108,NA,tand1256,5,tand1256
26533tand1256tand1256,26533,2109,NA,tand1256,5,tand1256
24707saka1291saka1291,24707,2110,NA,saka1291,6,saka1291
21242meri1243meri1243,21242,2111,NA,meri1243,6,meri1243
21242meri1243meri1243,21242,2112,NA,meri1243,6,meri1243
21242meri1243meri1243,21242,2113,NA,meri1243,6,meri1243
21242meri1243meri1243,21242,2114,NA,meri1243,6,meri1243
14136cree1270cree1270,14136,2115,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2116,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2117,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2118,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2119,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2120,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2121,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2122,NA,cree1270,6,cree1270
14136cree1270cree1270,14136,2123,NA,cree1270,6,cree1270
26522tana1285tana1285,26522,2124,NA,tana1285,6,tana1285
26522tana1285tana1285,26522,2125,NA,tana1285,6,tana1285
29129yuch1247yuch1247,29129,2127,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2128,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2129,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2130,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2131,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2132,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2133,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2134,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2135,NA,yuch1247,10,yuch1247
29129yuch1247yuch1247,29129,2136,NA,yuch1247,10,yuch1247
15027mong1338mong1338,15027,2137,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2138,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2139,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2140,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2141,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2142,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2143,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2144,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2145,NA,mong1338,9,mong1338
15027mong1338mong1338,15027,2146,NA,mong1338,9,mong1338
12783bulu1251bulu1251,12783,2147,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2148,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2150,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2151,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2152,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2153,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2154,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2155,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2156,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2157,Cameroon_Mbo,bulu1251,10,bulu1251
12783bulu1251bulu1251,12783,2158,Cameroon_Mbo,bulu1251,10,bulu1251
14675dogo1299dogo1299,14675,2162,NA,dogo1299,9,dogo1299
62553ligu1248ligu1248,62553,2163,NA,ligu1248,10,ligu1248
17733juru1256juru1256,17733,2164,NA,juru1256,10,juru1256
17733juru1256juru1256,17733,2165,NA,juru1256,10,juru1256
17733juru1256juru1256,17733,2166,NA,juru1256,10,juru1256
24707saka1291saka1291,24707,2167,NA,saka1291,6,saka1291
11672bara1369bara1369,11672,2168,NA,bara1369,9,bara1369
11672bara1369bara1369,11672,2169,NA,bara1369,9,bara1369
11672bara1369bara1369,11672,2170,NA,bara1369,9,bara1369
11672bara1369bara1369,11672,2171,NA,bara1369,9,bara1369
11672bara1369bara1369,11672,2172,NA,bara1369,9,bara1369
11672bara1369bara1369,11672,2173,NA,bara1369,9,bara1369
11672bara1369bara1369,11672,2174,NA,bara1369,9,bara1369
24707saka1291saka1291,24707,2175,NA,saka1291,6,saka1291
24707saka1291saka1291,24707,2176,NA,saka1291,6,saka1291
24707saka1291saka1291,24707,2177,NA,saka1291,6,saka1291
24707saka1291saka1291,24707,2178,NA,saka1291,6,saka1291
24707saka1291saka1291,24707,2179,NA,saka1291,6,saka1291
20439maha1309maha1309,20439,2180,NA,maha1309,7,maha1309
20439maha1309maha1309,20439,2181,NA,maha1309,7,maha1309
14235kuna1280kuna1280,14235,2182,NA,kuna1280,3,kuna1280
14235kuna1280kuna1280,14235,2183,NA,kuna1280,3,kuna1280
14235kuna1280kuna1280,14235,2184,NA,kuna1280,3,kuna1280
14235kuna1280kuna1280,14235,2185,NA,kuna1280,3,kuna1280
14235kuna1280kuna1280,14235,2186,NA,kuna1280,3,kuna1280
12112mala1537mala1537,12112,2187,NA,mala1537,6,mala1537
12112mala1537mala1537,12112,2188,NA,mala1537,6,mala1537
19702west2390west2390,19702,2189,NA,west2390,3,west2390
19702west2390west2390,19702,2190,NA,west2390,3,west2390
15676Spanish_Galiciagali1258gali1258,15676,2191,Spanish_Galicia,gali1258,7,gali1258
15676Spanish_Galiciagali1258gali1258,15676,2192,Spanish_Galicia,gali1258,7,gali1258
15676Spanish_Galiciagali1258gali1258,15676,2193,Spanish_Galicia,gali1258,7,gali1258
16996nucl1417nucl1417,16996,2194,NA,nucl1417,10,nucl1417
16996nucl1417nucl1417,16996,2195,NA,nucl1417,10,nucl1417
16996nucl1417nucl1417,16996,2196,NA,nucl1417,10,nucl1417
16996nucl1417nucl1417,16996,2197,NA,nucl1417,10,nucl1417
15390fonn1241fonn1241,15390,2198,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,2199,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,2200,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,2201,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,2202,NA,fonn1241,3,fonn1241
11870baou1238baou1238,11870,2203,NA,baou1238,9,baou1238
11870baou1238baou1238,11870,2204,NA,baou1238,9,baou1238
11870baou1238baou1238,11870,2205,NA,baou1238,9,baou1238
13135asha1243asha1243,13135,2206,NA,asha1243,10,asha1243
13135asha1243asha1243,13135,2207,NA,asha1243,10,asha1243
13135asha1243asha1243,13135,2208,NA,asha1243,10,asha1243
10033ambu1247ambu1247,10033,2209,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2210,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2211,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2212,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2213,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2214,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2216,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2217,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2218,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2219,NA,ambu1247,2,ambu1247
10033ambu1247ambu1247,10033,2220,NA,ambu1247,2,ambu1247
19537lagu1250lagu1250,19537,2221,NA,lagu1250,9,lagu1250
19537lagu1250lagu1250,19537,2222,NA,lagu1250,9,lagu1250
19537lagu1250lagu1250,19537,2223,NA,lagu1250,9,lagu1250
19537lagu1250lagu1250,19537,2224,NA,lagu1250,9,lagu1250
19537lagu1250lagu1250,19537,2225,NA,lagu1250,9,lagu1250
19537lagu1250lagu1250,19537,2226,NA,lagu1250,9,lagu1250
19537lagu1250lagu1250,19537,2227,NA,lagu1250,9,lagu1250
27781rwan1241rwan1241,27781,2228,NA,rwan1241,9,rwan1241
27781rwan1241rwan1241,27781,2229,NA,rwan1241,9,rwan1241
27781rwan1241rwan1241,27781,2230,NA,rwan1241,9,rwan1241
27781rwan1241rwan1241,27781,2231,NA,rwan1241,9,rwan1241
27781rwan1241rwan1241,27781,2232,NA,rwan1241,9,rwan1241
27781rwan1241rwan1241,27781,2233,NA,rwan1241,9,rwan1241
27781rwan1241rwan1241,27781,2234,NA,rwan1241,9,rwan1241
23519pawn1254pawn1254,23519,2235,NA,pawn1254,3,pawn1254
23519pawn1254pawn1254,23519,2236,NA,pawn1254,3,pawn1254
23519pawn1254pawn1254,23519,2237,NA,pawn1254,3,pawn1254
23519pawn1254pawn1254,23519,2238,NA,pawn1254,3,pawn1254
23519pawn1254pawn1254,23519,2239,NA,pawn1254,3,pawn1254
23519pawn1254pawn1254,23519,2240,NA,pawn1254,3,pawn1254
23519pawn1254pawn1254,23519,2241,NA,pawn1254,3,pawn1254
14235kuna1280kuna1280,14235,2242,NA,kuna1280,3,kuna1280
14235kuna1280kuna1280,14235,2243,NA,kuna1280,3,kuna1280
14235kuna1280kuna1280,14235,2244,NA,kuna1280,3,kuna1280
14235kuna1280kuna1280,14235,2245,NA,kuna1280,3,kuna1280
29371zuni1245zuni1245,29371,2246,NA,zuni1245,6,zuni1245
29371zuni1245zuni1245,29371,2247,NA,zuni1245,6,zuni1245
29371zuni1245zuni1245,29371,2248,NA,zuni1245,6,zuni1245
29371zuni1245zuni1245,29371,2249,NA,zuni1245,6,zuni1245
29371zuni1245zuni1245,29371,2250,NA,zuni1245,6,zuni1245
29371zuni1245zuni1245,29371,2251,NA,zuni1245,6,zuni1245
29371zuni1245zuni1245,29371,2252,NA,zuni1245,6,zuni1245
28326naka1262naka1262,28326,2253,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2254,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2255,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2256,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2257,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2258,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2259,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2260,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2261,Nakanai_Bileki,naka1262,10,bile1245
28326naka1262naka1262,28326,2262,Nakanai_Bileki,naka1262,10,bile1245
25917soth1252soth1252,25917,2263,Tswana,tswa1253,9,soth1252
25917soth1252soth1252,25917,2264,Tswana,tswa1253,9,soth1252
25917soth1252soth1252,25917,2265,Tswana,tswa1253,9,soth1252
25917soth1252soth1252,25917,2266,Tswana,tswa1253,9,soth1252
25917soth1252soth1252,25917,2267,Tswana,tswa1253,9,soth1252
25917soth1252soth1252,25917,2268,Tswana,tswa1253,9,soth1252
14037maor1246maor1246,14037,2270,NA,maor1246,10,maor1246
14037maor1246maor1246,14037,2273,NA,maor1246,10,maor1246
14037maor1246maor1246,14037,2274,NA,maor1246,10,maor1246
14037maor1246maor1246,14037,2275,NA,maor1246,10,maor1246
14037maor1246maor1246,14037,2276,NA,maor1246,10,maor1246
