group_id,society_id,song_id,PopName,phylogeny.glottocode,Priority.ranking.for.review,pairing.glottocode
11342hema1238hema1238,11342,437,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,438,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,439,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,440,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,441,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,442,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,444,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,445,NA,hema1238,3,hema1238
11364hema1238hema1238,11364,446,NA,hema1238,10,hema1238
11364hema1238hema1238,11364,447,NA,hema1238,10,hema1238
11364hema1238hema1238,11364,448,NA,hema1238,10,hema1238
11364hema1238hema1238,11364,449,NA,hema1238,10,hema1238
11342hema1238hema1238,11342,450,NA,hema1238,3,hema1238
11342hema1238hema1238,11342,451,NA,hema1238,3,hema1238
15390fonn1241fonn1241,15390,452,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,453,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,454,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,455,NA,fonn1241,3,fonn1241
15390fonn1241fonn1241,15390,456,NA,fonn1241,3,fonn1241
11870baou1238baou1238,11870,457,NA,baou1238,9,baou1238
19022koyo1242koyo1242,19022,458,NA,koyo1242,10,koyo1242
19022koyo1242koyo1242,19022,459,NA,koyo1242,10,koyo1242
19053kpel1252kpel1252,19053,460,NA,kpel1252,10,kpel1252
27314toma1245toma1245,27314,461,NA,toma1245,7,toma1245
27314toma1245toma1245,27314,462,NA,toma1245,7,toma1245
27314toma1245toma1245,27314,464,NA,toma1245,7,toma1245
13080sana1297sana1297,13080,465,NA,sana1297,10,sana1297
13080sana1297sana1297,13080,466,NA,sana1297,10,sana1297
62438texa1234texa1234,62438,467,NA,texa1234,6,texa1234
62438texa1234texa1234,62438,468,NA,texa1234,6,texa1234
24619sout3300sout3300,24619,469,NA,sout3300,4,sout3300
24619sout3300sout3300,24619,470,NA,sout3300,4,sout3300
24619sout3300sout3300,24619,471,NA,sout3300,4,sout3300
62423sout3302sout3302,62423,472,NA,sout3302,10,sout3302
24619sout3300sout3300,24619,474,NA,sout3300,4,sout3300
24619sout3300sout3300,24619,475,NA,sout3300,4,sout3300
62483sout3300sout3300,62483,476,NA,sout3300,9,sout3300
62424gull1241gull1241,62424,477,NA,gull1241,9,gull1241
24619sout3300sout3300,24619,478,NA,sout3300,4,sout3300
18349sout3302sout3302,18349,479,NA,sout3302,5,sout3302
13223gren1247gren1247,13223,480,NA,gren1247,9,gren1247
12321gari1256gari1256,12321,481,NA,gari1256,10,gari1256
14180,14180,482,NA,NA,5,NA
17480jama1262jama1262,17480,483,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,484,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,485,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,486,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,487,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,488,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,489,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,490,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,491,NA,jama1262,9,jama1262
17480jama1262jama1262,17480,492,NA,jama1262,9,jama1262
28282virg1240virg1240,28282,493,NA,virg1240,10,virg1240
10605baha1260baha1260,10605,494,NA,baha1260,10,baha1260
10605baha1260baha1260,10605,495,NA,baha1260,10,baha1260
26269suri1275suri1275,26269,496,NA,suri1275,10,suri1275
12596braz1246braz1246,12596,497,NA,braz1246,4,braz1246
12596braz1246braz1246,12596,498,NA,braz1246,4,braz1246
12596braz1246braz1246,12596,499,NA,braz1246,4,braz1246
12640Romanianroma1327roma1327,12640,500,Romanian,roma1327,7,roma1327
12640Romanianroma1327roma1327,12640,501,Romanian,roma1327,7,roma1327
10902arom1237arom1237,10902,502,NA,arom1237,5,arom1237
13894Romanianroma1327roma1327,13894,503,Romanian,roma1327,10,roma1327
24421Romanianroma1327roma1327,24421,504,Romanian,roma1327,5,roma1327
24432Romanianroma1327roma1327,24432,505,Romanian,roma1327,10,roma1327
24421Romanianroma1327roma1327,24421,506,Romanian,roma1327,5,roma1327
23090olte1239olte1239,23090,507,NA,olte1239,9,olte1239
25741rusy1239rusy1239,25741,508,NA,rusy1239,7,rusy1239
25741rusy1239rusy1239,25741,509,NA,rusy1239,7,rusy1239
25752slov1269slov1269,25752,510,NA,slov1269,7,slov1269
25752slov1269slov1269,25752,511,NA,slov1269,7,slov1269
25752slov1269slov1269,25752,512,NA,slov1269,7,slov1269
25752slov1269slov1269,25752,513,NA,slov1269,7,slov1269
25752slov1269slov1269,25752,514,NA,slov1269,7,slov1269
25752slov1269slov1269,25752,515,NA,slov1269,7,slov1269
21693czec1259czec1259,21693,516,NA,czec1259,7,czec1259
21693czec1259czec1259,21693,517,NA,czec1259,7,czec1259
21693czec1259czec1259,21693,518,NA,czec1259,7,czec1259
21693czec1259czec1259,21693,519,NA,czec1259,7,czec1259
12409Czechczec1258czec1258,12409,520,Czech,czec1258,5,czec1258
12409Czechczec1258czec1258,12409,521,Czech,czec1258,5,czec1258
12409Czechczec1258czec1258,12409,522,Czech,czec1258,5,czec1258
