"song_id","society_id","unusualness_region","regional_mean","society_mean","society_region_diff","nn_distance_km","nearest_phyloneighbour","n_neighbours_250","n_neighbours_500","n_neighbours_1000","u_ea","u_kinship","u_economy","u_housing","GlottoID","FamilyLevGlottocode","Region","Society_latitude"
398,27028,-49.8026180483629,-48.5962067567524,-51.2482483589184,-2.65204160216601,410.002064417897,0.1218282666,0,2,24,-14.2843790448367,-7.45386938682099,-2.33593846528357,-3.93457740441421,"tibe1272","sino1245","South Asia",29.64
3992,12046,-44.1852108689536,-48.5962067567524,-48.8765539275313,-0.280347170778938,219.654027057439,0.0447933348,2,10,31,-17.7867517257556,-8.64779185529342,-2.33593846528357,-6.24302761686066,"beng1280","indo1319","South Asia",24.01
3993,12046,-43.8904823235678,-48.5962067567524,-48.8765539275313,-0.280347170778938,219.654027057439,0.0447933348,2,10,31,-17.7867517257556,-8.64779185529342,-2.33593846528357,-6.24302761686066,"beng1280","indo1319","South Asia",24.01
400,27028,-46.618669218171,-48.5962067567524,-51.2482483589184,-2.65204160216601,410.002064417897,0.1218282666,0,2,24,-14.2843790448367,-7.45386938682099,-2.33593846528357,-3.93457740441421,"tibe1272","sino1245","South Asia",29.64
4014,11760,-29.4784748143583,-42.3160773234676,-39.7134400900631,2.60263723340447,371.769777582342,0.0478844862,0,4,11,-27.4960920191899,-18.8878610628334,-8.35290497727251,-2.04349047739418,"bash1264","turk1311","Europe",53.93
4029,28502,-32.7392981581991,-44.1634458617767,-40.8528686038468,3.31057725792991,159.447370823001,0.204961154131,5,9,21,-22.8413585768814,-10.829706722822,-9.10614706877578,-4.53561075129025,"wara1303","ISOLATE_wara1303","South America",8.97
4030,28502,-32.2643048486514,-44.1634458617767,-40.8528686038468,3.31057725792991,159.447370823001,0.204961154131,5,9,21,-22.8413585768814,-10.829706722822,-9.10614706877578,-4.53561075129025,"wara1303","ISOLATE_wara1303","South America",8.97
4031,28502,-32.0628215941541,-44.1634458617767,-40.8528686038468,3.31057725792991,159.447370823001,0.204961154131,5,9,21,-22.8413585768814,-10.829706722822,-9.10614706877578,-4.53561075129025,"wara1303","ISOLATE_wara1303","South America",8.97
4032,28502,-40.0046703673367,-44.1634458617767,-40.8528686038468,3.31057725792991,159.447370823001,0.204961154131,5,9,21,-22.8413585768814,-10.829706722822,-9.10614706877578,-4.53561075129025,"wara1303","ISOLATE_wara1303","South America",8.97
4033,28502,-35.0151723417267,-44.1634458617767,-40.8528686038468,3.31057725792991,159.447370823001,0.204961154131,5,9,21,-22.8413585768814,-10.829706722822,-9.10614706877578,-4.53561075129025,"wara1303","ISOLATE_wara1303","South America",8.97
